Frag: billigeres Ticket 	 ADJA NN  	 ADJ NOUN  	 Ask for: a cheaper ticket 	 DT JJR NN  	 DET ADJ NOUN  	 162 	 0 	 0 
Sag: Ich möchte um 16 Uhr morgen abreisen 	 PPER VMFIN APPR CARD NN ADV VVINF  	 PRON VERB ADP NUM NOUN ADV VERB  	 Ask for: I want to leave tomorrow at (four ( p m | pm ) | four o'clock) 	 PRP VBP TO VB NN IN -LRB- CD -LRB- NN NN CD NN -RRB- VBP CD NN -RRB-  	 PRON VERB PART VERB NOUN ADP PUNCT NUM PUNCT NOUN NOUN NUM NOUN PUNCT VERB NUM NOUN PUNCT  	 30 	 3 	 1 
Sag: Ich möchte um 17 Uhr morgen abreisen 	 PPER VMFIN APPR CARD NN ADV VVINF  	 PRON VERB ADP NUM NOUN ADV VERB  	 Ask for: I want to leave tomorrow at (five ( p m | pm ) | five o'clock) 	 PRP VBP TO VB NN IN -LRB- CD -LRB- NN NN CD NN -RRB- NFP CD NN -RRB-  	 PRON VERB PART VERB NOUN ADP PUNCT NUM PUNCT NOUN NOUN NUM NOUN PUNCT PUNCT NUM NOUN PUNCT  	 30 	 3 	 0 
Sag: Ich möchte um 18 Uhr morgen abreisen 	 PPER VMFIN APPR CARD NN ADV VVINF  	 PRON VERB ADP NUM NOUN ADV VERB  	 Ask for: I want to leave tomorrow at (six ( p m | pm ) | six o'clock) 	 PRP VBP TO VB NN IN -LRB- CD -LRB- NN NN CD NN -RRB- VBP CD NN -RRB-  	 PRON VERB PART VERB NOUN ADP PUNCT NUM PUNCT NOUN NOUN NUM NOUN PUNCT VERB NUM NOUN PUNCT  	 30 	 4 	 2 
Sag: Ich möchte um 19 Uhr morgen abreisen 	 PPER VMFIN APPR CARD NN ADV VVINF  	 PRON VERB ADP NUM NOUN ADV VERB  	 Ask for: I want to leave tomorrow at (seven ( p m | pm ) | seven o'clock) 	 PRP VBP TO VB NN IN -LRB- CD -LRB- NN NN CD NN -RRB- VBP CD NN -RRB-  	 PRON VERB PART VERB NOUN ADP PUNCT NUM PUNCT NOUN NOUN NUM NOUN PUNCT VERB NUM NOUN PUNCT  	 30 	 1 	 0 
Sag: Ich möchte um 20 Uhr morgen abreisen 	 PPER VMFIN APPR CARD NN ADV VVINF  	 PRON VERB ADP NUM NOUN ADV VERB  	 Ask for: I want to leave tomorrow at (eight ( p m | pm ) | eight o'clock) 	 PRP VBP TO VB NN IN -LRB- CD -LRB- NN NN CD NN -RRB- VBP CD NN -RRB-  	 PRON VERB PART VERB NOUN ADP PUNCT NUM PUNCT NOUN NOUN NUM NOUN PUNCT VERB NUM NOUN PUNCT  	 30 	 0 	 0 
Sag: Ich möchte um 21 Uhr morgen abreisen 	 PPER VMFIN APPR CARD NN ADV VVINF  	 PRON VERB ADP NUM NOUN ADV VERB  	 Ask for: I want to leave tomorrow at (nine ( p m | pm ) | nine o'clock) 	 PRP VBP TO VB NN IN -LRB- CD -LRB- NN NN CD NN -RRB- VBP CD NN -RRB-  	 PRON VERB PART VERB NOUN ADP PUNCT NUM PUNCT NOUN NOUN NUM NOUN PUNCT VERB NUM NOUN PUNCT  	 30 	 0 	 0 
Sag: Ich möchte um 22 Uhr morgen abreisen 	 PPER VMFIN APPR CARD NN ADV VVINF  	 PRON VERB ADP NUM NOUN ADV VERB  	 Ask for: I want to leave tomorrow at (ten ( p m | pm ) | ten o'clock) 	 PRP VBP TO VB NN IN -LRB- CD -LRB- NN NN CD NN -RRB- VBP CD NN -RRB-  	 PRON VERB PART VERB NOUN ADP PUNCT NUM PUNCT NOUN NOUN NUM NOUN PUNCT VERB NUM NOUN PUNCT  	 30 	 1 	 1 
Sag: Ich heisse Andrew 	 PPER VVFIN NE  	 PRON VERB PROPN  	 Say: my name is andrew 	 PRP$ NN VBZ NN  	 ADJ NOUN VERB NOUN  	 2 	 1 	 0 
Sag: Ich heisse Andy 	 PPER VVFIN NE  	 PRON VERB PROPN  	 Say: my name is andy 	 PRP$ NN VBZ JJ  	 ADJ NOUN VERB ADJ  	 2 	 0 	 0 
Sag: Ich heisse Barbara 	 PPER VVFIN NE  	 PRON VERB PROPN  	 Say: my name is barbara 	 PRP$ NN VBZ NN  	 ADJ NOUN VERB NOUN  	 2 	 0 	 0 
Sag: Ich heisse Brian 	 PPER VVFIN NE  	 PRON VERB PROPN  	 Say: my name is brian 	 PRP$ NN VBZ JJ  	 ADJ NOUN VERB ADJ  	 2 	 0 	 0 
Sag: Ich heisse Erica 	 PPER VVFIN NE  	 PRON VERB PROPN  	 Say: my name is erica 	 PRP$ NN VBZ NNP  	 ADJ NOUN VERB PROPN  	 2 	 0 	 0 
Sag: Ich heisse Jack 	 PPER VVFIN NE  	 PRON VERB PROPN  	 Say: my name is jack 	 PRP$ NN VBZ NN  	 ADJ NOUN VERB NOUN  	 2 	 0 	 0 
Sag: Ich heisse James 	 PPER VVFIN NE  	 PRON VERB PROPN  	 Say: my name is james 	 PRP$ NN VBZ NNS  	 ADJ NOUN VERB NOUN  	 2 	 4 	 4 
Sag: Ich heisse Janet 	 PPER VVFIN NE  	 PRON VERB PROPN  	 Say: my name is janet 	 PRP$ NN VBZ NN  	 ADJ NOUN VERB NOUN  	 2 	 1 	 1 
Sag: Ich heisse John 	 PPER VVFIN NE  	 PRON VERB PROPN  	 Say: my name is john 	 PRP$ NN VBZ NN  	 ADJ NOUN VERB NOUN  	 2 	 0 	 0 
Sag: Ich heisse Maddalena 	 PPER VVFIN NE  	 PRON VERB PROPN  	 Say: my name is maddalena 	 PRP$ NN VBZ NN  	 ADJ NOUN VERB NOUN  	 2 	 0 	 0 
Sag: Ich heisse Michelle 	 PPER VVFIN NE  	 PRON VERB PROPN  	 Say: my name is michelle 	 PRP$ NN VBZ NNP  	 ADJ NOUN VERB PROPN  	 2 	 0 	 0 
Sag: Ich heisse Mona 	 PPER VVFIN NE  	 PRON VERB PROPN  	 Say: my name is mona 	 PRP$ NN VBZ NN  	 ADJ NOUN VERB NOUN  	 2 	 0 	 0 
Sag: Ich heisse Nick 	 PPER VVFIN NE  	 PRON VERB PROPN  	 Say: my name is nick 	 PRP$ NN VBZ NN  	 ADJ NOUN VERB NOUN  	 2 	 0 	 0 
Sag: Ich heisse Paolo 	 PPER VVFIN NE  	 PRON VERB PROPN  	 Say: my name is paolo 	 PRP$ NN VBZ NN  	 ADJ NOUN VERB NOUN  	 2 	 3 	 3 
Sag: Ich heisse Patrick 	 PPER VVFIN NE  	 PRON VERB PROPN  	 Say: my name is patrick 	 PRP$ NN VBZ NN  	 ADJ NOUN VERB NOUN  	 2 	 0 	 0 
Sag: Ich heisse Paul 	 PPER VVFIN NE  	 PRON VERB PROPN  	 Say: my name is paul 	 PRP$ NN VBZ NNP  	 ADJ NOUN VERB PROPN  	 2 	 0 	 0 
Sag: Ich heisse Sarah 	 PPER VVFIN NE  	 PRON VERB PROPN  	 Say: my name is sarah 	 PRP$ NN VBZ NNP  	 ADJ NOUN VERB PROPN  	 2 	 0 	 0 
Sag: Ich heisse Silvia 	 PPER VVFIN NE  	 PRON VERB PROPN  	 Say: my name is silvia 	 PRP$ NN VBZ JJ  	 ADJ NOUN VERB ADJ  	 2 	 1 	 0 
Sag: Ich heisse Stephanie 	 PPER VVFIN NE  	 PRON VERB PROPN  	 Say: my name is stephanie 	 PRP$ NN VBZ NN  	 ADJ NOUN VERB NOUN  	 2 	 0 	 0 
Sag: Ich heisse Thomas 	 PPER VVFIN NE  	 PRON VERB PROPN  	 Say: my name is thomas 	 PRP$ NN VBZ NNP  	 ADJ NOUN VERB PROPN  	 2 	 0 	 0 
Sag: Ich bin aus Amerika 	 PPER VAFIN APPR NE  	 PRON AUX ADP PROPN  	 Say: i am american 	 PRP VBP JJ  	 PRON VERB ADJ  	 2 	 0 	 0 
Sag: Ich bin aus Australien 	 PPER VAFIN APPR NE  	 PRON AUX ADP PROPN  	 Say: i am australian 	 PRP VBP JJ  	 PRON VERB ADJ  	 2 	 4 	 1 
Sag: Ich bin aus Deutschland 	 PPER VAFIN APPR NE  	 PRON AUX ADP PROPN  	 Say: i am german 	 PRP VBP JJ  	 PRON VERB ADJ  	 2 	 8 	 2 
Sag: Ich bin aus England 	 PPER VAFIN APPR NE  	 PRON AUX ADP PROPN  	 Say: i am english 	 PRP VBP JJ  	 PRON VERB ADJ  	 2 	 0 	 0 
Sag: Ich bin aus Frankreich 	 PPER VAFIN APPR NE  	 PRON AUX ADP PROPN  	 Say: i am french 	 PRP VBP JJ  	 PRON VERB ADJ  	 2 	 4 	 2 
Sag: Ich bin aus Irland 	 PPER VAFIN APPR NE  	 PRON AUX ADP PROPN  	 Say: i am irish 	 PRP VBP JJ  	 PRON VERB ADJ  	 2 	 3 	 1 
Sag: Ich bin aus Italien 	 PPER VAFIN APPR NE  	 PRON AUX ADP PROPN  	 Say: i am italian 	 PRP VBP JJ  	 PRON VERB ADJ  	 2 	 8 	 2 
Sag: Ich bin aus Kanada 	 PPER VAFIN APPR NE  	 PRON AUX ADP PROPN  	 Say: i am canadian 	 PRP VBP JJ  	 PRON VERB ADJ  	 2 	 2 	 0 
Sag: Ich bin aus Portugal 	 PPER VAFIN APPR NE  	 PRON AUX ADP PROPN  	 Say: i am portuguese 	 PRP VBP JJ  	 PRON VERB ADJ  	 2 	 0 	 0 
Sag: Ich bin aus Schottland 	 PPER VAFIN APPR NE  	 PRON AUX ADP PROPN  	 Say: i am scottish 	 PRP VBP JJ  	 PRON VERB ADJ  	 2 	 1 	 0 
Sag: Ich bin aus Spanien 	 PPER VAFIN APPR NE  	 PRON AUX ADP PROPN  	 Say: i am spanish 	 PRP VBP JJ  	 PRON VERB ADJ  	 2 	 3 	 2 
Sag: Ich bin aus der Schweiz 	 PPER VAFIN APPR ART NE  	 PRON AUX ADP DET PROPN  	 Say: i am swiss 	 PRP VBP JJ  	 PRON VERB ADJ  	 2 	 0 	 0 
Sag: Ich bin aus der Türkei 	 PPER VAFIN APPR ART NE  	 PRON AUX ADP DET PROPN  	 Say: i am turkish 	 PRP VBP JJ  	 PRON VERB ADJ  	 2 	 0 	 0 
Sag: Ich bin aus Österreich 	 PPER VAFIN APPR NE  	 PRON AUX ADP PROPN  	 Say: i am austrian 	 PRP VBP JJ  	 PRON VERB ADJ  	 2 	 0 	 0 
Danke 	 PTKANT  	 PART  	 Thank you 	 VBP PRP  	 VERB PRON  	 5 	 0 	 0 
Frag: 2 Tickets nach London 	 CARD NN APPR NE  	 NUM NOUN ADP PROPN  	 Ask for: two tickets to london 	 CD NNS IN VB  	 NUM NOUN ADP VERB  	 162 	 0 	 0 
Frag: 3 Tickets nach London 	 CARD NN APPR NE  	 NUM NOUN ADP PROPN  	 Ask for: three tickets to london 	 CD NNS IN VB  	 NUM NOUN ADP VERB  	 162 	 2 	 1 
Frag: 4 Tickets nach London 	 CARD NN APPR NE  	 NUM NOUN ADP PROPN  	 Ask for: four tickets to london 	 CD NNS IN VB  	 NUM NOUN ADP VERB  	 162 	 1 	 1 
Frag: 5 Tickets nach London 	 CARD NN APPR NE  	 NUM NOUN ADP PROPN  	 Ask for: five tickets to london 	 CD NNS IN VB  	 NUM NOUN ADP VERB  	 162 	 2 	 1 
Frag: 6 Tickets nach London 	 CARD NN APPR NE  	 NUM NOUN ADP PROPN  	 Ask for: six tickets to london 	 CD NNS IN VB  	 NUM NOUN ADP VERB  	 162 	 0 	 0 
Frag: ein Ticket nach London 	 ART NN APPR NE  	 DET NOUN ADP PROPN  	 Ask for: ( a | one ) ticket to london 	 -LRB- DT FW CD -RRB- NN IN VB  	 PUNCT DET X NUM PUNCT NOUN ADP VERB  	 324 	 4 	 0 
Hallo 	 NE  	 PROPN  	 hello 	 UH  	 INTJ  	 3 	 0 	 0 
Ja 	 PTKANT  	 PART  	 yes 	 UH  	 INTJ  	 2 	 0 	 0 
Sag: Dies ist okay 	 PDS VAFIN ADV  	 PRON AUX ADV  	 Say: that is okay 	 DT VBZ JJ  	 DET VERB ADJ  	 2 	 0 	 0 
Sag: Die Hauptstadt von der Schweiz ist Bern 	 ART NN APPR ART NE VAFIN NE  	 DET NOUN ADP DET PROPN AUX PROPN  	 Say: the capital of switzerland ist bern 	 DT NN IN NN NN NN  	 DET NOUN ADP NOUN NOUN NOUN  	 1 	 1 	 0 
Sag: Die Hauptstadt von der Türkei ist Ankara 	 ART NN APPR ART NE VAFIN NE  	 DET NOUN ADP DET PROPN AUX PROPN  	 Say: the capital of turkey ist ankara 	 DT NN IN NN NN NN  	 DET NOUN ADP NOUN NOUN NOUN  	 1 	 2 	 0 
Sag: Die Hauptstadt von Deutschland ist Berlin 	 ART NN APPR NE VAFIN NE  	 DET NOUN ADP PROPN AUX PROPN  	 Say: the capital of germany ist berlin 	 DT NN IN NN NN NN  	 DET NOUN ADP NOUN NOUN NOUN  	 1 	 3 	 0 
Sag: Die Hauptstadt von Frankreich ist Paris 	 ART NN APPR NE VAFIN NE  	 DET NOUN ADP PROPN AUX PROPN  	 Say: the capital of france ist paris 	 DT NN IN NN NN NN  	 DET NOUN ADP NOUN NOUN NOUN  	 1 	 3 	 0 
Sag: Die Hauptstadt von Italien ist Rom 	 ART NN APPR NE VAFIN NE  	 DET NOUN ADP PROPN AUX PROPN  	 Say: the capital of italy ist rome 	 DT NN IN NN NN NN  	 DET NOUN ADP NOUN NOUN NOUN  	 1 	 9 	 1 
Sag: Die Hauptstadt von Portugal ist Lissabon 	 ART NN APPR NE VAFIN NE  	 DET NOUN ADP PROPN AUX PROPN  	 Say: the capital of portugal ist lisbon 	 DT NN IN NN NN NN  	 DET NOUN ADP NOUN NOUN NOUN  	 1 	 6 	 1 
Sag: Die Hauptstadt von Spanien ist Madrid 	 ART NN APPR NE VAFIN NE  	 DET NOUN ADP PROPN AUX PROPN  	 Say: the capital of spain ist madrid 	 DT NN IN NN NN VBP  	 DET NOUN ADP NOUN NOUN VERB  	 1 	 3 	 2 
Sag: Die Hauptstadt von Österreich ist Wien 	 ART NN APPR NE VAFIN NE  	 DET NOUN ADP PROPN AUX PROPN  	 Say: the capital of austria ist vienna 	 DT NN IN NN NN NN  	 DET NOUN ADP NOUN NOUN NOUN  	 1 	 6 	 0 
Sag: Deutschland ist in Europa 	 NE VAFIN APPR NE  	 PROPN AUX ADP PROPN  	 germany is in europe 	 NN VBZ IN NN  	 NOUN VERB ADP NOUN  	 1 	 0 	 0 
Sag: Die Schweiz ist in Europa 	 ART NE VAFIN APPR NE  	 DET PROPN AUX ADP PROPN  	 switzerland is in europe 	 NN VBZ IN NN  	 NOUN VERB ADP NOUN  	 1 	 1 	 0 
Sag: Die Türkei ist in Europa 	 ART NE VAFIN APPR NE  	 DET PROPN AUX ADP PROPN  	 turkey is in europe 	 NN VBZ IN NN  	 NOUN VERB ADP NOUN  	 1 	 0 	 0 
Sag: Frankreich ist in Europa 	 NE VAFIN APPR NE  	 PROPN AUX ADP PROPN  	 france is in europe 	 NN VBZ IN NN  	 NOUN VERB ADP NOUN  	 1 	 0 	 0 
